Acinar_cell	B_cell	Ductal_cell_type_1	Ductal_cell_type_2	Endocrine_cell	Endothelial_cell	Fibroblast_cell	Macrophage_cell	Stellate_cell	T_cell
PCDHGA5	0	0	30360.2075	153090	0	14246.29	632203.97	0	46377.535	0
PCDHGB4	0	0	0	0	0	1678.015	27286.33	0	7865.3275	0
PCDHGA12	0	3192.0425	7651.37	105770.505	48743.705	30439.3125	688069.645	13679.6475	62832.065	0
CTC-327F10.5	249911.935	0	171830.0125	321714.6825	0	0	1189993.2275	4406.75	39855.02	2121.4925
SPINK9	0	0	24725.52	98613.295	195534.5375	5951.09	560970.5225	0	7532.19	0
FAT2	166687.65	0	47622.9975	1433966.99	48973.0325	11871.1075	419830.91	19008.1425	32140.42	4699.3925
GABRG2	0	0	0	0	1767063.715	0	152570.2475	0	7653.755	0
CTB-174D11.2	0	0	7372.9425	26545.22	0	0	0	0	0	0
CTD-2270F17.1	0	0	8070.24	0	0	0	800973.43	40359.505	48410.145	0
CTB-43E15.3	0	2862.53	8126.0325	17705.67	195743.495	1634.91	26904.745	4635.27	0	42485.8675
RP1-40E16.11	0	0	16302.59	35191.9525	47908.7375	1488.5525	0	9023.3625	0	0
CAGE1	0	3196.8075	25728.2325	330653.575	0	3289.0025	26241.4875	9096.6725	0	4283.575
LINC00518	0	0	0	80098.5075	48280.5175	0	0	4755.91	0	0
AL441883.1	0	6369.44	15426.115	92252.8175	0	3024.165	24619.31	4484.615	0	0
RP1-30M3.6	0	0	49236.84	71033.145	0	2978.575	26189.435	0	15570.0975	1915.74
RP11-239L20.6	0	0	24222.7875	224863.71	0	3334.8	28716.815	0	8130.49	0
RP1-265C24.8	0	0	7700.4625	9027.805	0	7406.1575	0	4340.5475	0	0
XXbac-BPG27H4.8	0	0	0	61884.045	0	0	0	0	0	0
ZBTB12	81659.2675	3426.1775	8268.495	19295.13	96624.86	1506.49	26743.4775	4231.1225	7750.295	0
IL17A	84718.835	0	24353.3325	267107.475	145011.235	29631.44	158839.955	422993.03	60805.2225	307419.105
RP11-505P4.7	0	0	15691.8775	28013.905	0	0	0	0	0	0
C6orf164	0	0	33396.7725	135152.1625	0	8741.37	184627.41	17955.9075	15337.8175	4117.2175
GABRR1	0	0	16719.2625	61636.25	0	0	76958.0575	0	0	0
GABRR2	0	0	0	0	0	2657.96	0	0	0	0
BVES-AS1	0	0	0	0	144631.4525	4598.7325	134798.5875	4910.815	132581.035	0
GPR6	0	0	0	0	289606.5975	1392.54	0	0	0	0
FABP7	0	0	40716.81	496653.16	239781.72	0	341006.155	14382.625	16562.3475	0
ARG1	0	0	0	0	48973.0325	0	0	4729.48	7979.6775	0
RP1-283K11.2	0	0	0	0	0	0	0	0	7794.1275	1906.9225
RP3-403L10.3	0	0	0	8743.0225	46508.855	3491.865	56203.62	0	0	10735.2825
RP11-125D12.2	0	0	8164.0025	0	0	0	81040.645	0	15652.025	0
LINC00242	83920.6075	0	49696.9925	28889.31	141999.395	6085.65	606383.9875	0	15350.56	0
AC102953.4	0	0	0	44552.6125	0	1431.5875	0	0	0	0
RP4-594A5.1	0	0	0	9116.16	0	0	0	0	0	0
KLHL7-AS1	81937.9925	15530.545	32304.15	284168.69	46889.575	4615.5575	53503.875	4511.055	24414.9375	0
RP11-182J23.1	81839.71	6057.6825	8849.295	189235.3425	47923.2775	4365.275	54122.465	13632.67	0	0
AC007349.4	0	0	32073.1375	0	0	0	25337.635	0	0	0
RP11-111K18.2	0	0	24608.7775	80418.715	0	7541.2525	53510.77	0	8296.6575	0
AC004854.4	0	3214.8325	8221.2725	72818.705	50113.805	1583.49	25742.2075	4400.4	0	4494.2875
ZNF727	0	0	32183.59	36402.7425	0	14799.0575	211550.425	4183.9225	0	2139.995
AC004862.6	84859.5975	0	58542.2625	537243.385	0	1637.44	0	0	16745.1475	0
AC005009.1	163798.5375	0	32529.3975	62073.08	0	1833.855	211646.4325	8572.7775	31448.1925	2052.385
AC003991.3	83652.345	0	0	110865.4875	0	11536.1325	0	0	0	2022.8925
AC002429.5	81586.8025	0	57778.4825	163718.2825	48222.5425	3074.895	24767.9525	0	16357.0825	1996.035
RP4-604G5.1	0	0	31549.47	193811.31	145286.91	19799.195	27278.81	0	0	0
EPO	829206.6175	0	25256.6875	27837.185	96750.7075	4526.03	0	0	7544.56	0
AC068610.3	82273.85	0	23836.94	200695.8925	48480.345	6361.1075	208522.1925	0	7837.7275	0
LEP	0	0	0	25109.3725	0	0	0	43641.56	0	0
RP11-2E11.10	0	0	32724.13	43823.5975	0	0	0	3670.16	8759.615	0
AC005481.5	0	0	0	44786.0025	48405.485	0	0	4514.905	0	0
CXorf28	84425.12	0	8391.6775	233182.155	48093.785	43978.4075	419728.95	26186.9225	0	2132.98
RP11-733O18.1	0	0	0	8260.1125	0	0	0	89346.7875	7843.1925	0
FAM9B	0	0	0	18126.91	0	0	0	8552.205	31747.1125	0
IL1RAPL1	0	0	24773.995	36891.6425	192161.4625	0	754678.765	0	273444.185	0
MAGEB2	0	2905.9225	15699.265	308076.0825	48524.5925	0	0	4557.595	0	0
RP4-646N3.1	0	0	7982.435	0	49005.4125	0	0	4204.08	0	0
PAGE1	0	0	0	9972.9525	0	11063.465	0	0	0	0
MAGED4	80981.635	2660.9325	7671.505	53129.5775	0	0	420592.4325	0	15778.765	0
RAB40A	0	0	24072.435	81183.005	48203.1625	3011.825	128075.115	0	0	0
H2BFWT	0	0	0	34348.2575	0	0	0	0	0	0
SERPINA7	0	0	65448.255	0	47386.695	0	0	0	0	0
TRPC5OS	0	0	8216.65	45482.22	0	0	0	9294.87	0	0
HTR2C	0	0	0	48013.03	0	0	0	0	0	0
DCAF12L1	162988.02	0	23849.7975	26119.71	0	1410.4775	0	3965.25	0	0
MAGEA9B	0	0	8691.635	343213.18	0	0	0	4383.295	0	2010.0875
GABRA3	0	0	8491.7075	117011.5975	0	1619.395	0	0	0	0
DUSP9	0	0	16455.665	620178.755	0	22050.935	26012.1675	9244.9975	7936.435	4266.69
FAM87A	579729.2675	0	16734.3225	166555.1775	0	2854.8625	369051.64	0	0	0
RP11-981G7.2	0	0	0	25417.415	0	0	0	0	0	0
LGI3	0	2771.1875	24328.48	28045.065	430714.3525	2817.89	107198.4025	0	15633.58	2158.645
NEFM	0	0	15463.03	55538.2275	1455737.695	4527.125	1940399.58	34149.625	40104.14	4288.455
C8orf86	0	0	0	8449.355	0	1587.9675	0	0	0	0
RP11-470M17.2	0	0	16392.47	0	0	5038.185	0	4816.7475	0	0
RP11-567J20.2	81519.3725	0	0	9835.5475	0	46366.41	575300.825	0	101310.8375	0
C8orf44-SGK3	0	0	16380.3075	27054.6925	0	1465.095	0	4695.545	0	0
RP11-463D19.2	0	2778.525	23902.29	8915.3875	0	8269.3325	0	4491.1775	16080.345	0
CNGB3	0	0	0	36766.94	0	0	0	0	0	0
AF121898.3	0	0	15409.9325	9389.2125	0	0	0	0	8131.0525	4410.225
RP11-642C5.1	0	0	0	19144.4375	0	0	26171.96	0	0	0
AC023632.1	0	0	0	0	0	1497.1075	0	0	0	2384.1575
KB-1043D8.6	0	0	33300.74	0	47820.0125	6992.145	107224.0275	9309.615	0	0
KB-1615E4.3	0	0	15842.745	0	0	0	0	4600.705	0	0
RP11-1084E5.1	0	15406.31	8126.0325	26141.19	95689.3275	32213.06	0	4515.1025	0	26681.6275
FAM83A-AS1	0	0	0	9488.445	545321.535	4829.6625	0	0	7993.3175	0
AC083843.3	83478.735	0	73719.8025	205411.2125	46068.52	6173.42	0	0	16979.8175	0
RP11-284H18.1	83352.71	0	50172.5875	0	0	0	0	5067.8	0	0
CTD-3064M3.4	0	0	0	17689.215	0	0	0	0	32438.5675	2158.0875
CTD-2292P10.4	0	0	8475.4825	447085.21	0	4288.1625	79148.355	0	39127.6175	4202.9575
RP11-706C16.7	0	0	24231.4025	306058.0625	0	4667.9325	0	0	0	0
DMRT3	0	0	0	8893.685	0	1402.115	106303.985	4489.73	273941.87	0
RP11-370B11.3	0	0	8015.7175	36966.5325	0	0	0	0	0	0
ELAVL2	0	0	8566.9125	35039.34	0	37414.7375	631523.365	4412.0125	7434.46	0
RP11-337A23.3	0	2840.455	40243.69	63705.925	47973.735	3084.085	104883.7725	18826.805	15927.75	4393.2675
RP11-575I8.1	84815.985	0	56505.2475	27573.44	0	1548.715	25496.83	9409.1225	0	0
RP11-182N22.8	0	0	24482.545	27574.175	0	0	52892.765	0	0	2095.605
C9orf170	83199.3325	0	140538.9275	80918.0825	95804.11	4477.5125	369182.8775	4285.9575	31506.0325	2095.605
RP11-440G5.2	82173.855	0	8545.6225	71296.635	47923.2775	6561.7975	133472.47	0	30267.29	0
RP11-435O5.7	84155.8	0	75357.7625	45407.46	0	3124.285	0	5193.15	0	0
RP11-569G13.2	85773.785	0	0	0	0	1450.745	0	0	8401.18	0
NAMA	0	0	8528.6775	0	47386.695	1569.56	78032.485	4739.4725	14187.4625	2440.4775
RP11-16L21.7	0	0	8098.0825	52512.5975	0	1728.6475	78999.7225	0	0	0
FAM225A	82492.7825	0	0	139949.4375	0	0	1147933.6275	54501.0175	85194.4475	2107.695
RP11-64P14.7	0	0	0	70314.03	0	0	0	0	0	0
LHX2	0	0	0	36215.6175	0	0	0	0	7642.9875	0
RP11-339B21.14	0	0	0	133057.9625	0	9516.205	52070.2725	9345.435	31403.2125	0
RP11-65J3.3	0	0	0	8760.2275	193836.91	7728.235	75158.7	0	0	2332.055
RP11-483H20.4	0	0	73938.17	34302.5275	94628.3325	0	0	8310.59	0	0
RNF224	0	0	33092.6175	718032.825	48001.31	1403.5375	53989.8325	8780.765	7892.4875	2090.99
SLC34A3	0	0	41435.0425	206015.755	0	1682.16	25941.24	0	0	2198.2425
UCN3	0	0	0	0	431425.085	0	0	0	0	0
CALML3-AS1	0	0	8024.6125	61506.485	0	1734.49	0	4097.35	23404.345	0
CALML3	0	0	40369.8425	725038.81	50113.71	1721.8875	55060.685	0	7785.745	0
OLAH	0	0	39503.025	108678.0975	0	1595.7125	81420.905	56320.2	93452.735	9239.5225
SPAG6	0	0	24458.0425	91030.4525	678178.3125	0	25272.4225	13834.3325	23398.28	8837.375
RP13-16H11.2	0	0	0	108256.1675	0	1807.47	0	4204.08	0	0
RP11-192P3.5	0	0	8648.8875	26357.26	49682.9025	7094.4725	131801.225	4507.58	22844.0225	4657.1775
ZNF32-AS2	0	0	8229.4925	62533.3825	0	1366.3075	0	0	0	0
TMEM72-AS1	83225.8575	0	41116.65	17549.725	95958.1475	0	27609.9925	4243.795	7287.905	0
RP11-123B3.2	0	0	58582.4175	71944.46	0	0	0	0	0	0
AGAP7	0	3063.9775	15995.545	169724.3375	47386.695	15060.7625	157194.17	4480.285	15980.62	6504.0675
NEUROG3	0	0	15780.4425	726223.2925	0	1459.405	0	0	0	0
RP11-343J3.2	0	2778.525	74219.385	82987.4075	240599.25	1624.87	24065.285	22233.1875	0	1945.7925
DYDC2	82855.795	0	170515.965	99456.095	0	1752.4225	899063.0825	8606.9525	23436.14	0
CDHR1	0	0	0	36273.5225	94715.1875	0	50694.635	5005.8725	0	6492.61
PLCE1-AS1	0	0	15255.1425	8427.06	0	1341.06	555397.2025	0	0	0
DNTT	0	5968.6275	24670.43	19009.365	48387.6675	2921.315	26210.0325	21853.8	7878.9725	2412.8675
C10orf62	0	0	48955.505	0	0	0	51310.2975	9804.9	0	0
PAX2	165659.265	0	41301.92	187844.6175	0	0	0	0	0	0
KCNIP2-AS1	0	2980.5675	25435.2225	111067.2725	0	1537.525	0	4311.1075	0	2319.145
ELOVL3	165295.9275	3209.225	32056.7175	328858.3725	0	20690.33	233133.46	31135.645	7289.7725	2103.8375
CYP17A1	0	0	8506.4925	71347.5925	0	1380.2925	1489241.7025	8488.8975	24569.1475	2145.57
SORCS3	0	0	0	0	194876.5975	44334.365	363216.375	9758.0825	14437.5425	0
RP11-215N21.1	83289.46	0	105130.98	9243.8925	49574.685	0	0	4966.19	0	0
NRAP	82791.8375	0	242048.3675	90647.1875	0	1809.0225	27052.5625	0	23221.8025	0
SCGB1C1	2819723.105	0	39712.1325	26277.68	46904.0575	0	25265.5925	0	0	0
AC068580.6	0	0	9183	26977.77	0	1635.19	0	4618.49	0	0
AC108448.3	0	0	8543.815	0	46785.22	0	0	0	0	0
RP11-732A19.8	82567.06	0	0	9700.305	0	3078.3975	0	0	0	0
RP11-152H18.3	82300.995	3131.36	16057.715	116346.75	0	8994.2275	81104.88	9020.545	38681.1275	0
RP11-396O20.1	329213.17	0	0	36819.5525	0	0	0	0	0	0
RP11-624D11.2	0	0	15909.3925	9189.4375	0	0	184186.5575	4658.4325	8230.4775	0
RP11-750H9.5	0	0	8365.6625	0	0	1522.0275	52547.755	14131.02	15607.25	0
RP11-142C4.6	0	3014.605	0	81152.3825	97805.95	1400.8775	26714.59	25993.6175	15337.115	2146.82
GIF	251786	0	223010.135	137124.9775	48138.135	4280.6275	52194.4725	8746.0375	0	0
MIR3654	0	2922.4825	8682.09	17315.595	0	4367.7	134744.9275	0	0	6561.8225
FLRT1	0	0	7360.99	8638.615	49029.61	0	0	4375.1225	0	1945.395
NPAS4	0	0	40851.7075	8865.1625	193143.2675	1367.69	25853.5075	14780.2625	16631.915	0
CCDC87	0	0	49094.3575	448460.38	0	8005.5325	78253.98	0	38285.6125	0
TBX10	0	2619.65	8191.62	98894.8475	47453.0225	1364.235	0	9564.985	8073.215	2002.055
AP000439.1	0	0	0	0	0	1373.895	0	9070.6175	0	0
KRTAP5-10	0	0	8265.48	91377.4025	0	1596.23	0	0	8861.4325	0
AP000654.4	0	3169.9175	0	36685.5625	0	36148.7775	105808.1075	9562.1825	23682.8075	0
GPR83	0	0	0	26733.9875	0	0	0	4568.08	0	0
RP11-685N10.1	0	0	0	10243.775	0	1240.8775	0	0	7557.455	0
MMP8	0	0	16140.99	46273.0425	0	1503.865	0	259818.8875	8396.795	2123.7775
RP11-713P17.4	0	0	57243.1175	17408.7025	0	1459.88	25207.1375	4522.465	16099.415	2153.3225
GLB1L3	0	0	7633.395	64603.3475	0	0	0	4283.1675	0	2022.8925
PRMT8	84196.185	0	24858.6675	53585.79	0	1665.8475	26370.28	4797.07	0	0
RP11-1038A11.3	0	0	0	28929.5875	0	0	52525.235	0	7909.3325	0
RP11-319E16.2	0	0	7887.625	26434.905	0	0	0	0	0	0
RP11-283G6.5	0	0	65303.0525	121007.605	47381.2775	0	106053.5325	13788.3325	0	2787.7125
RP11-993B23.3	0	0	0	26649.475	192788.0825	4527.91	416177.4375	0	7793.4525	2426.1175
RP11-313F23.4	81881.385	0	32777.82	17518.9425	94395.7	34999.535	27577.965	0	16456.92	0
C12orf54	84408.5925	0	8347.5	157466.8075	97120.92	8860.87	370679.7925	0	7574.7925	4845.7425
RP11-161H23.9	0	0	16244.8675	9542.925	0	1306.3775	52353.7775	0	8292.225	0
KRT74	0	0	0	18145.94	0	0	0	0	0	0
KRT77	0	0	8773.5725	37745.52	0	1478.025	27039.88	4429.0125	0	0
HOXC13	0	0	7959.005	80524.7425	48863.6675	0	0	0	0	2066.295
RP11-753H16.5	0	0	8581.96	0	0	11471.25	181203.045	0	7472.5425	0
RP11-81H3.2	0	0	8519.51	27190.995	0	0	0	0	0	0
RP11-56G10.2	0	0	8835.2925	45264.97	0	0	0	0	0	0
SLC17A8	0	0	42234.805	19553.085	0	0	0	0	0	0
SLC5A8	0	3230.86	41316.925	0	287996.795	0	0	4911.5475	0	0
RP11-61E11.1	82060.5075	0	0	9881.7225	0	0	0	0	8873.165	0
DAO	0	0	8666.59	0	0	0	106370.84	4832.36	0	0
RP11-423G4.7	0	0	0	0	576808.7	0	26025.0425	4058.3925	7697.9425	0
MYO1H	81617.02	0	0	18729.78	0	14436.175	54483.8975	4495.7425	0	0
RP11-686G8.2	0	0	7785.4	9197.4825	0	0	54047.4775	9422.1975	8256.5225	0
NOS1	251392.1875	0	8870.21	17614.005	0	5837.985	237092.5775	9047.455	8044.3475	17998.7875
RP11-173P15.3	0	3005.5075	8234.105	35648.745	0	0	25936.7875	0	7502.56	0
RP11-575F12.2	82843.99	0	24257.16	0	96863.9175	0	79002.0725	0	0	0
RP11-474D1.2	85443.92	0	34364.235	17946.1425	0	0	26824.295	0	15430.015	0
RP11-495K9.3	0	0	8213.125	19137.7175	95509.7925	4840.955	82134.14	4287.21	40894.875	2394.1675
TPTE2	0	3132.47	7623.25	27598.9825	191901.075	2927.0275	0	4310.7975	7816.235	40153.965
RP11-271M24.2	0	0	0	0	96212.095	6854.1225	51380.1075	0	0	0
LINC00545	165600.0625	0	0	45565.815	0	6084.385	679033.3875	21914.4925	187194.0625	0
KCTD4	168047.635	0	149468.8725	88926.785	48864.21	0	52709.56	0	0	2177.665
LINC01068	0	0	24891.43	43805.48	0	0	0	0	6762	2235.1575
RP11-471M2.3	0	0	65059.6025	1424987.0525	47089.5975	0	51845.0225	0	0	0
DCT	165148.9325	0	31482.2	63167.9475	96287.5375	5815.6025	471477.455	0	8179.2925	0
CTD-2311B13.7	0	0	0	109556.94	0	1678.015	0	0	0	0
RP11-203M5.8	0	0	7738.7625	0	0	1607.835	0	0	0	0
SLC39A2	0	0	0	149484.455	0	3104.6175	239755.0875	0	0	0
PRMT5-AS1	0	6465.5625	16628.805	47935.92	0	10594.1425	51646.9575	4913.1425	15739.215	2133.3625
CTD-2213F21.2	82737.585	0	24808.255	311690.6625	48434.84	2709.605	103971.505	17272.92	44129.8975	2484.8075
RP11-671J11.6	81824.89	3055.6075	15867.095	37064.855	96725.3875	6179.6125	54793.8625	0	23836.6375	0
RP11-99L13.2	0	0	33762.525	25526.4325	46863.1	0	0	0	8135.445	0
RP11-398E10.1	331415.6525	0	48096.2775	46550.6075	0	4739.51	26598.5825	14048.175	14583.48	6726.9325
ABHD12B	0	0	0	167921.095	0	0	267157.825	66364.2475	0	0
RP11-547D23.1	0	15304.615	0	63704.0575	0	5551.26	131922.4575	18136.34	16172	2186.84
RP11-16B13.1	0	0	25061.845	0	0	0	0	0	8239.5825	0
ADAM21	0	0	8385.475	46213.2675	0	1523.21	25467.585	4794.1875	0	0
SYNDIG1L	0	6990.9125	0	72442.7575	93977.2575	10537.3925	77803.0025	9015.005	8484.8525	7394.9225
CTD-2207P18.2	0	0	8070.24	0	0	0	0	13125.7675	0	0
RP11-488C13.6	0	0	7915.1725	9912.785	0	0	0	0	0	0
RP11-566J3.4	84046.88	0	24437.17	17640.14	96872.44	1433.6525	50850.8325	0	7781.8025	0
RP11-403B2.6	165677.1525	0	164342.3825	9018	46989.4475	4265.01	0	18114.25	16272.4525	3990.445
RP11-32B5.7	0	0	56276.565	28044.3325	48418.6975	11956.325	604201.785	64078.865	29619.755	13400.6
NPAP1	249272.9425	0	8124.3675	36081.16	48899.3325	1586.01	0	0	7678.91	0
GABRA5	0	3140.435	98252.4275	36175.7225	93747.725	2658.0825	372560.695	9311.01	0	2248.2975
GOLGA8H	0	0	7851	0	0	0	0	9305.195	0	0
AC114546.1	82749.285	0	8437.615	43299.225	0	6125.2275	54288.2175	9610.79	8108.5575	4228.595
TGM5	0	0	25505.895	257274.1725	47447.15	4981.4675	213398.28	13946.5225	15280.9275	0
RP11-665J16.1	0	0	0	0	0	7701.31	27265.465	0	0	0
C15orf26	0	0	7525.8025	53848.305	48280.5175	37106.2875	81062.355	0	0	0
RP11-752G15.8	0	0	7854.885	89894.43	47820.0125	2786.275	25960.5225	0	7660.0875	4551.1225
RP11-815J21.3	0	0	7785.4	0	0	3422.81	0	0	0	0
LINC00925	249908.495	9062.685	34094.6075	9828.15	196007.64	2939.18	52403.1425	18935.7125	0	21774.465
RHCG	162545.97	0	16565.9825	3934423.2675	49574.685	1421.99	318921.315	52462.02	85942.7225	6913.385
AC068831.6	0	9901.5425	0	36294.4125	0	0	0	18461.0375	8395.0925	0
PRC1-AS1	0	0	24717.0775	111819.9775	48093.785	6084.98	0	0	0	2499.7375
RP11-505E24.2	0	0	8585.7675	100799.125	0	3072.4725	54378.7775	4478.5025	14995.105	0
LA16c-313D11.9	0	0	0	89674.6	48811.54	0	23269.13	0	0	0
C16orf71	81853.1225	0	58419.8025	135225.37	0	0	186015.0725	9247.205	16118.55	0
CTD-2135D7.2	0	0	15736.8075	0	0	1518.075	76389.5775	0	0	0
RP11-1348G14.5	0	0	0	19528.6925	0	3204.9125	0	0	0	0
AC009133.15	82537.4725	3463.9725	8228.0925	0	0	1502.79	0	4851.2725	7371.07	2052.0825
RP11-297C4.3	0	3467.35	7687.37	196769.4475	48568.5425	1527.435	0	9087.285	16746.305	1994.4125
RP11-297C4.1	0	0	0	140821.34	0	0	0	0	0	0
RP11-388M20.6	82208.0075	0	7793.1925	0	0	0	0	4667.2475	0	2191.275
RP11-388M20.9	82855.795	0	8596.59	17488.3175	0	4263.7975	54760.105	0	59866.3775	0
CTD-2034I21.2	0	0	121189.3575	8252.4775	0	0	0	0	0	0
RP11-7O14.1	0	0	56389.6875	9632.32	192836.7775	1563.305	26913.93	4423.4775	7998.3075	0
IRX6	0	0	24332.095	17228.27	0	9966.075	262326.36	0	6576.8575	0
FLJ00418	82060.5075	0	24192.63	28250.085	48437.0275	13407.8875	77382.755	0	61860.9375	0
RP11-424M24.5	248767.08	0	97645.365	18345.6925	0	0	0	0	7578.2925	0
RP11-58A18.1	0	0	0	9454.9775	47860.3825	0	0	0	6944.9725	0
RP11-863P13.2	83487.955	0	56341.63	312171.1025	47696.24	0	53245.505	17965.805	24447.9575	0
RP11-566K11.5	0	0	0	18109.22	47820.0125	0	26831.7625	0	8575.18	0
RP11-667K14.4	83671.26	5827.6225	41528.19	151790.3625	147794.4	12340.5	129494.645	4902.21	47710.365	2199.96
CTD-2309O5.3	0	0	0	26976.9825	0	0	25158.0825	0	30391.0475	0
RP1-178F10.1	0	0	32823.5475	60368.5525	0	1532.095	108665.1775	4156.045	23637.04	2160.9175
SLC47A2	0	0	8399.205	141759.44	0	0	0	0	0	0
RP11-173M1.4	0	3390.3675	48065.725	65007.65	0	1736.7975	75616.1225	0	23737.1425	0
CTB-96E2.7	80739.195	0	0	8723.7925	0	0	0	4643.68	8067.225	0
FOXN1	0	0	49881.1425	347581.6825	0	0	26447.0875	0	0	0
RP11-387H17.4	166829.875	2770.3	145070.27	208358.7625	97714.165	10527.305	373481.4775	0	55068.3425	2170.7225
KRT31	0	0	8405.7675	0	0	0	0	18498.0125	0	0
LINC00974	0	0	8423.475	9454.9775	0	3146.3475	0	0	0	0
KRT9	0	0	8613.175	46775.6475	0	1504.0775	0	0	0	0
RP11-798G7.5	0	0	0	36995.7925	0	3109.7125	27963.7475	13899.915	8246.275	0
PHOSPHO1	0	0	7975.3775	44595.7475	0	12157.905	0	13137.4625	0	0
RP11-1079K10.3	0	0	0	36687.125	47089.5975	3034.62	25459.1725	8718.1575	7374.3175	0
RP1-117B12.4	0	0	16630.1075	0	0	0	0	0	0	0
RP11-1018N14.1	0	0	0	17753.265	0	0	0	0	0	0
RP11-136H19.1	0	0	0	0	47820.0125	0	106970.6525	0	31363.115	0
ABCA9-AS1	0	0	0	9240.3875	0	0	0	0	0	0
C17orf77	0	0	0	9640.4975	49574.685	0	0	4661.9725	0	0
MIR3615	82120.93	0	16752.2	55148.625	0	1497.1075	0	8850.045	0	0
USH1G	0	0	66373.7125	0	48001.31	0	0	0	0	0
RP11-309N17.4	0	0	0	43841.07	96596.73	187518.4275	26124.795	9079.5225	0	0
RP11-806L2.2	0	0	0	18981.2625	96476.5725	3120.895	51140.4375	0	0	0
RP11-689C9.1	0	0	7952.0525	105463.025	0	0	53190.7325	0	7550.415	0
RP13-270P17.2	247389.395	3582.2375	8035.015	147162.5775	49745.3025	17128.2875	50757.1325	12806.85	7833.8725	0
DLGAP1-AS3	0	0	33193.125	18166.71	0	0	0	5100.04	7820.8675	0
RP11-61L19.2	0	0	0	64191.375	0	0	0	0	0	0
RP11-692N5.1	81709.0475	0	17238.8925	207585.9625	91868.2325	11830.91	345585.2525	0	37143.9	0
RP11-474N24.6	83487.955	0	23781.16	124509.6425	143892.17	22948.9425	126524.855	0	7712.01	0
RP11-856M7.6	166086.4025	119054.0325	25901.815	81683.28	95880.3075	0	50784.9125	0	15228.93	2506.035
RP11-820I16.1	0	0	8396.1075	78606.3425	0	10876.67	24422.9025	0	8181.2725	0
LDLRAD4-AS1	0	0	0	9173.5075	47447.15	3319.7575	56326.97	0	0	0
RP11-621L6.2	0	0	0	54541.275	0	1409.99	26414.115	0	0	0
HRH4	0	0	8057.1025	8449.355	48598.535	0	0	0	0	0
RP11-534N16.1	0	0	8965.4425	194389.5	0	2889.4375	0	0	0	0
RP11-75N4.2	0	0	16295.4575	42799.8825	0	3092.9775	0	0	0	0
AC021224.1	0	9285.9275	0	91394.6375	0	1418.745	159063.335	18006.0325	15021.43	2533.755
RP11-95O2.5	0	0	8607.615	36789.52	48244.325	1540.6225	106038.53	0	0	0
LINC00907	0	0	7995.4375	80916.95	337546.3625	9502.28	50905.8875	4112.3475	8004.325	2206.0175
DCC	0	3225.0225	8033.4375	9318.46	0	0	52793.65	0	0	17959.82
CTD-2008L17.2	0	0	0	17520.9775	0	2810.8575	182885.465	0	0	0
RP11-456O19.2	0	0	0	46202.08	0	5504.9475	105090.7025	0	0	0
RP11-1096D5.2	0	0	16866.615	0	0	0	0	0	0	0
SERPINB13	0	0	0	426985.33	0	0	0	0	0	0
KCNG2	0	2709.9775	8158.4575	26592.39	48387.6675	3143.3425	1084056.13	58135.5375	24040.0525	0
ANGPT4	0	0	8221.2725	29034.285	0	5789.68	24765.6775	4237.235	200589.5575	6797.8325
SEL1L2	0	2881.25	8358.31	8536.5025	48233.3775	1757.4475	292022.3325	45965.38	72839.1075	0
RP5-1185K9.1	0	0	0	0	141132.745	0	0	0	14971.8025	0
RP5-1097P24.1	0	0	0	27003.19	0	0	0	0	0	0
BPIFA1	0	0	25600.9025	17600.79	48522.385	4352.2125	0	9319.1175	7792.075	0
RP11-465L10.10	0	0	7907.9125	27136.525	193089.9575	7855.4525	0	13735.3575	7022.8875	0
AC005220.3	0	9458.28	0	8766.1725	0	0	0	8918.4125	0	2313.66
RP4-614C15.2	0	0	7948.23	0	195146.735	1663.245	0	4830.18	0	0
ODF3L2	0	0	0	109931.67	0	27007.2975	104195.1325	0	37946.3725	0
AC005775.2	0	0	7716.5875	54198.4575	48827.43	9508.6025	51878.7175	23022.42	15308.75	1934.565
CTB-31O20.3	0	0	8598.305	135369.32	96707.4075	8881.485	54144.8175	9272.82	23884.905	6195.515
CTC-232P5.1	83787.51	0	8165.235	26055.77	0	0	101791.2	4553.665	16835.79	6362.675
CTC-232P5.3	0	0	42342.41	8689.5925	96472.4375	6457.5175	0	21905.655	15004.445	0
AC004257.1	0	0	0	18896.6725	0	1435.735	79635.0275	4758.56	202318.575	0
CTC-429P9.1	0	0	16292.68	36718.67	47820.0125	3088.5475	0	4295.0025	0	0
AC007192.6	0	0	0	36168.45	0	0	26382.425	8722.97	7362.98	0
CTC-513N18.6	0	0	50085.2275	18376.6625	0	0	0	0	0	0
AC025811.3	247549.555	0	189389.0775	34899.0575	95881.8125	1330.91	104803.1475	4774.5525	7391.375	0
AC011516.2	0	0	123491.6225	16492.645	288111.61	0	79459.325	0	7718.675	0
ZNF730	82887.7675	59150.375	33889.4825	0	0	22974.6175	365127.79	27318.6775	45205.8025	4385.04
AC079466.1	0	0	16194.62	107562.87	0	0	0	0	7870.0225	0
CTD-2588C8.8	165298.16	23394.72	50109.8325	231498.24	0	0	134137.3125	9268.3375	22726.9675	4797.1925
CTC-360G5.9	0	0	82635.3725	17481.87	47766.13	1383.1425	26964.295	4076.7075	7572.8675	2139.815
CTB-60E11.4	82390.7525	0	0	46117.285	0	4675.48	54043.29	4269.0475	55763.43	0
